 8.5728e-04  -3.0133e-01  -9.5352e-01
-3.5477e-01  -2.1988e-02  -9.3469e-01
-1.1849e-01  -9.0802e-02  -9.8880e-01
 3.2872e-01  -5.7715e-02  -9.4266e-01
-2.7028e-02   2.4386e-01  -9.6943e-01
-2.9207e-01  -5.8266e-01  -7.5842e-01
-7.2851e-02  -6.4730e-01  -7.5874e-01
 1.7102e-01  -6.5092e-01  -7.3964e-01
-3.9410e-01  -4.1935e-01  -8.1782e-01
-1.5129e-01  -4.5195e-01  -8.7912e-01
 7.8517e-02  -4.9491e-01  -8.6539e-01
 2.2757e-01  -3.0458e-01  -9.2490e-01
 3.2632e-01  -4.7974e-01  -8.1447e-01
-5.6988e-01  -3.7255e-01  -7.3243e-01
-4.5290e-01  -2.0212e-01  -8.6835e-01
-2.4654e-01  -2.5851e-01  -9.3402e-01
-3.2316e-02  -2.2175e-01  -7.8788e-01
 1.1246e-01  -1.0609e-01  -9.8798e-01
 4.3169e-01  -2.5238e-01  -8.6599e-01
 6.1505e-01  -2.2415e-01  -7.5596e-01
-6.5849e-01  -1.7887e-01  -7.3103e-01
-5.6389e-01   1.0370e-02  -8.2579e-01
-2.1847e-01  -8.8558e-02  -7.7226e-01
 7.1462e-04   2.0786e-02  -8.5980e-01
 2.2846e-01   8.1275e-02  -7.7544e-01
 5.1950e-01  -1.2440e-03  -8.5447e-01
 6.8782e-01   9.4248e-03  -7.2582e-01
-5.9852e-01   2.3079e-01  -7.6715e-01
-4.0565e-01   2.0551e-01  -8.9063e-01
-1.9274e-01   1.1528e-01  -9.7446e-01
 2.4970e-02   2.3538e-01  -7.7666e-01
 1.6131e-01   1.2097e-01  -9.7946e-01
 3.8181e-01   1.8848e-01  -9.0482e-01
 5.8652e-01   2.2511e-01  -7.7802e-01
-4.2895e-01   4.1292e-01  -8.0343e-01
-2.2320e-01   3.5147e-01  -9.0920e-01
-1.8227e-02   4.6702e-01  -8.8406e-01
 1.9344e-01   3.4168e-01  -9.1969e-01
 4.1908e-01   4.0000e-01  -8.1509e-01
-2.2735e-01   5.7215e-01  -7.8801e-01
 4.4597e-03   6.5183e-01  -7.5835e-01
 2.0764e-01   5.4118e-01  -8.1487e-01
-2.6847e-01  -7.4800e-01  -6.0698e-01
-5.0455e-02  -7.9663e-01  -6.0235e-01
 1.9535e-01  -7.9549e-01  -5.7362e-01
-4.7783e-01  -6.0440e-01  -6.3748e-01
-1.8723e-01  -5.4366e-01  -5.6323e-01
 6.7821e-02  -5.7746e-01  -5.7718e-01
 3.1598e-01  -5.1653e-01  -5.9304e-01
 3.9619e-01  -6.6032e-01  -6.3797e-01
-6.7582e-01  -4.5152e-01  -5.8257e-01
-4.2184e-01  -4.1179e-01  -5.6532e-01
-2.5453e-01  -3.2139e-01  -6.9805e-01
-6.4808e-02  -4.1042e-01  -6.7087e-01
 1.4795e-01  -3.8367e-01  -7.0255e-01
 3.5775e-01  -2.8851e-01  -6.6076e-01
 5.2970e-01  -4.4865e-01  -7.1981e-01
-7.9998e-01  -1.8791e-01  -5.6985e-01
-5.9487e-01  -2.6107e-01  -5.0675e-01
-4.2272e-01  -1.6628e-01  -6.8345e-01
-2.2165e-01  -3.6095e-01  -4.5242e-01
-1.1624e-01  -1.9635e-01  -5.5964e-01
 1.0249e-01  -2.2143e-01  -5.7999e-01
 1.9399e-01  -1.4749e-01  -7.7544e-01
 5.6600e-01  -2.0643e-01  -5.3100e-01
 7.1088e-01  -3.9358e-01  -5.8288e-01
-7.4411e-01   4.5576e-02  -6.6650e-01
-5.7300e-01  -3.4374e-02  -5.7932e-01
-3.9901e-01   7.4128e-02  -7.0609e-01
-2.3407e-01  -1.0187e-02  -5.7115e-01
-7.7030e-04  -8.8011e-03  -6.7545e-01
 2.1789e-01  -3.5371e-02  -5.7041e-01
 4.1677e-01  -7.8894e-02  -6.9264e-01
 5.9765e-01   2.0711e-02  -5.6414e-01
 7.8024e-01  -1.6870e-01  -6.0230e-01
-7.7658e-01   2.4611e-01  -5.7996e-01
-5.4670e-01   2.0541e-01  -5.8061e-01
-1.9445e-01   1.5016e-01  -7.6944e-01
-3.1660e-01   2.2333e-01  -5.6157e-01
-9.8549e-02   1.8630e-01  -5.7316e-01
 1.4231e-01   1.6370e-01  -5.8785e-01
 4.2055e-01   1.5701e-01  -6.6285e-01
 5.7388e-01   2.6665e-01  -5.1132e-01
 7.4978e-01   2.2489e-01  -6.2229e-01
-6.2668e-01   4.2850e-01  -6.5089e-01
-4.1570e-01   4.1172e-01  -5.7788e-01
-1.9177e-01   3.8388e-01  -7.0529e-01
 4.6302e-02   3.9351e-01  -6.5710e-01
 2.5813e-01   3.1786e-01  -7.0179e-01
 4.2067e-01   4.0344e-01  -5.6207e-01
 6.0386e-01   4.3351e-01  -6.6890e-01
-4.2734e-01   6.0986e-01  -6.6742e-01
-2.5636e-01   5.8055e-01  -5.2025e-01
-3.1593e-02   5.8160e-01  -6.0772e-01
 2.1208e-01   5.4144e-01  -5.8999e-01
 4.0910e-01   5.9935e-01  -6.8805e-01
-2.0520e-01   7.4350e-01  -6.3647e-01
 1.9127e-01   7.3626e-01  -6.4911e-01
 3.6845e-01   7.6522e-01  -5.2790e-01
-4.2949e-01  -7.7862e-01  -4.5748e-01
-1.8234e-01  -8.9844e-01  -3.9944e-01
 4.3616e-02  -9.0076e-01  -4.3211e-01
 2.4406e-01  -9.0390e-01  -3.5129e-01
 4.2447e-01  -7.8434e-01  -4.5236e-01
-6.3358e-01  -6.2321e-01  -4.5846e-01
-3.9754e-01  -5.5443e-01  -4.1321e-01
-2.1746e-01  -7.0177e-01  -4.0991e-01
-2.9263e-03  -6.7226e-01  -4.0063e-01
 2.2560e-01  -6.7246e-01  -4.2595e-01
 4.0207e-01  -5.5706e-01  -3.7118e-01
 5.9006e-01  -6.0612e-01  -5.3334e-01
-8.1355e-01  -3.8666e-01  -4.3433e-01
-6.0494e-01  -4.0510e-01  -3.4854e-01
-4.0373e-01  -3.5613e-01  -3.1589e-01
-1.4189e-01  -5.1005e-01  -3.2768e-01
 1.8707e-02  -4.0975e-01  -4.5430e-01
 2.3407e-01  -4.0739e-01  -4.6788e-01
 5.0148e-01  -4.0767e-01  -4.8376e-01
 6.6396e-01  -3.1333e-01  -3.1735e-01
 7.5896e-01  -5.2113e-01  -3.9040e-01
-9.1333e-01  -1.7043e-01  -3.6985e-01
-7.3920e-01  -2.2204e-01  -2.6729e-01
-3.6645e-01  -1.9548e-01  -5.0738e-01
-7.1340e-02  -2.1706e-01  -3.4274e-01
 1.2542e-01  -1.8679e-01  -3.8436e-01
 3.4105e-01  -2.1291e-01  -4.6732e-01
 5.4435e-01  -9.5616e-02  -3.4050e-01
 7.4954e-01  -1.0622e-01  -3.6808e-01
 8.5452e-01  -2.9161e-01  -4.2983e-01
-8.7691e-01   3.8272e-02  -4.7913e-01
-6.8768e-01  -5.9757e-02  -4.1393e-01
-4.3544e-01   2.5180e-02  -4.5298e-01
-2.2225e-01   8.7352e-02  -3.6363e-01
-1.5114e-02  -2.1182e-03  -4.6029e-01
 1.7726e-01   4.2590e-02  -3.5580e-01
 3.9779e-01  -5.4358e-03  -4.7006e-01
 7.1140e-01   9.9748e-02  -3.9502e-01
 8.4653e-01   2.2592e-02  -5.3187e-01
-9.0273e-01   2.2958e-01  -3.6382e-01
-6.5888e-01   1.4061e-01  -3.9389e-01
-4.4164e-01   2.1663e-01  -3.6037e-01
-1.7910e-01   2.8053e-01  -3.4653e-01
 4.4822e-02   2.4778e-01  -4.3431e-01
 3.1324e-01   1.9654e-01  -4.7048e-01
 5.1803e-01   1.5322e-01  -3.6162e-01
 7.1301e-01   2.7964e-01  -2.8207e-01
 8.6533e-01   2.5429e-01  -4.3191e-01
-7.9063e-01   4.1543e-01  -4.4979e-01
-6.0170e-01   3.7171e-01  -4.1195e-01
-3.6253e-01   4.0308e-01  -3.7148e-01
-1.5803e-01   3.9792e-01  -5.0960e-01
 7.0497e-03   4.8435e-01  -4.1698e-01
 2.0304e-01   3.8941e-01  -4.6032e-01
 3.9535e-01   3.4175e-01  -3.2570e-01
 5.7354e-01   4.5181e-01  -3.5433e-01
 7.4801e-01   4.4683e-01  -4.9074e-01
-6.0598e-01   6.0009e-01  -5.2220e-01
-4.4719e-01   5.8093e-01  -3.7423e-01
-2.5105e-01   7.0840e-01  -2.8992e-01
-7.9504e-02   7.0211e-01  -4.1423e-01
 1.4281e-01   6.6515e-01  -4.1717e-01
 3.7937e-01   5.7377e-01  -4.1623e-01
 5.7817e-01   6.2390e-01  -5.2580e-01
-4.1352e-01   7.6690e-01  -4.9078e-01
-2.1114e-01   8.7003e-01  -4.4549e-01
 1.2931e-02   8.2471e-01  -5.6541e-01
 2.1828e-01   8.8087e-01  -4.2002e-01
 4.9749e-01   7.9180e-01  -3.5433e-01
 9.8358e-03  -9.7171e-01  -2.3596e-01
-5.8846e-01  -7.5321e-01  -2.9392e-01
-3.5877e-01  -8.9786e-01  -2.5522e-01
-1.8640e-01  -9.7337e-01  -1.3342e-01
 1.1897e-01  -7.6354e-01  -2.1427e-01
 2.2618e-01  -9.6530e-01  -1.3056e-01
 4.3561e-01  -8.7000e-01  -2.3096e-01
 6.0923e-01  -7.1942e-01  -3.3357e-01
-7.7137e-01  -5.7540e-01  -2.7186e-01
-5.4339e-01  -5.4635e-01  -2.0904e-01
-3.6864e-01  -7.0112e-01  -2.3529e-01
-1.3036e-01  -7.6027e-01  -2.1752e-01
-2.2228e-02  -5.8741e-01  -1.4775e-01
 1.6040e-01  -5.4244e-01  -2.7763e-01
 3.5232e-01  -7.0691e-01  -2.0840e-01
 5.7547e-01  -5.1867e-01  -2.5095e-01
